,mae,srcc,plcc,p-val,best2,best4,epoch,path json,path py
27,20.521276473999023,0.8345495462417603,0.8093210458755493,0.00104,0.8177767992019653,0.8063973188400269,140,Tres_clive_6411414168086702813.json,org_mape_f_2.py
84,8.691679954528809,0.8341596126556396,0.8635454177856445,0.00095,0.8317642211914062,0.8250636458396912,140,Tres_clive_6117826498204232731.json,org_dropout01_2.py
75,18.848541259765625,0.8336767554283142,0.8565179705619812,0.00085,0.8284058570861816,0.8260853886604309,110,Tres_clive_2271708427420431533.json,org.py
51,8.448920249938965,0.8331597447395325,0.864800751209259,0.00076,0.8322774171829224,0.8284978866577148,140,Tres_clive_7148494988687791546.json,
80,20.19159507751465,0.8327385187149048,0.8564584255218506,0.00070,0.8300594091415405,0.8246111273765564,140,Tres_clive_4872185955986988335.json,org_npe_f_2.py
65,14.389556884765625,0.8320403099060059,0.8845317959785461,0.00060,0.8308696150779724,0.8238787651062012,40,Tres_clive_143559983090144652.json,org_dtl_4.py
89,17.77485466003418,0.830507218837738,0.7821989059448242,0.00045,0.8211778402328491,0.8118769526481628,100,Tres_clive_95912772879425239.json,org_mape_f_5.py
123,19.540189743041992,0.8303478360176086,0.8559734225273132,0.00044,0.8275492191314697,0.8252742290496826,130,Tres_clive_5914906146965593904.json,org_ed_f_2.py
104,18.417402267456055,0.8294892311096191,0.845976710319519,0.00037,0.8257628679275513,0.8228532075881958,110,Tres_clive_1567290630424219496.json,org_ed_f_1.py
81,8.498031616210938,0.8289930820465088,0.8779999017715454,0.00034,0.8216180205345154,0.8196210861206055,40,Tres_clive_816213726103625532.json,org_dropout01_4.py
22,16.760473251342773,0.8287265300750732,0.872497022151947,0.00033,0.8262191414833069,0.8211266398429871,149,Tres_clive_1373553927847024260.json,org_l2poolPaper4.py
114,18.693071365356445,0.8287141919136047,0.8448052406311035,0.00032,0.8264847993850708,0.8228845596313477,80,Tres_clive_788734850616578655.json,org_ix_f_2.py
83,17.746440887451172,0.8276715874671936,0.8697697520256042,0.00027,0.8236605525016785,0.8223143815994263,80,Tres_clive_2050540424795009173.json,org_nb_f_4.py
62,16.76679229736328,0.8266289830207825,0.8790541291236877,0.00023,0.8209729194641113,0.8185803294181824,149,Tres_clive_172124539464525244.json,org_npe_f_4.py
